@relation rstparser

@ATTRIBUTE n1 numeric
@ATTRIBUTE n2 numeric
@ATTRIBUTE n3 numeric
@ATTRIBUTE n4 numeric
@ATTRIBUTE n5 numeric
@ATTRIBUTE n6 numeric
@ATTRIBUTE n7 numeric
@ATTRIBUTE n8 numeric
@ATTRIBUTE n9 numeric
@ATTRIBUTE n10 numeric
@ATTRIBUTE n11 numeric
@ATTRIBUTE n12 numeric
@ATTRIBUTE n13 numeric
@ATTRIBUTE n14 numeric
@ATTRIBUTE n15 numeric
@ATTRIBUTE n16 numeric
@ATTRIBUTE n17 numeric
@ATTRIBUTE n18 numeric
@ATTRIBUTE n19 numeric
@ATTRIBUTE n20 numeric
@ATTRIBUTE n21 numeric
@ATTRIBUTE n22 numeric
@ATTRIBUTE n23 numeric
@ATTRIBUTE n24 numeric
@ATTRIBUTE n25 numeric
@ATTRIBUTE n26 numeric
@ATTRIBUTE n27 numeric
@ATTRIBUTE n28 numeric
@ATTRIBUTE n29 numeric
@ATTRIBUTE n30 numeric
@ATTRIBUTE n31 numeric
@ATTRIBUTE n32 numeric
@ATTRIBUTE n33 numeric
@ATTRIBUTE n34 numeric
@ATTRIBUTE n35 numeric
@ATTRIBUTE n36 numeric
@ATTRIBUTE n37 numeric
@ATTRIBUTE n38 numeric
@ATTRIBUTE s1 string
@ATTRIBUTE s2 string
@ATTRIBUTE s3 string
@ATTRIBUTE s4 string
@ATTRIBUTE s5 string
@ATTRIBUTE s6 string
@ATTRIBUTE s7 string
@ATTRIBUTE s8 string
@ATTRIBUTE s9 string
@ATTRIBUTE s10 string
@ATTRIBUTE s11 string
@ATTRIBUTE s12 string
@ATTRIBUTE s13 string
@ATTRIBUTE s14 string
            

@attribute class {antithesis_concession_contrast, background_circumstance, interpretation_evaluation_conclusion, evidence_justify_explanation, enablement_motivation_purpose, condition_otherwise, cause_result, attribution, comparison, elaboration, restatement, same_unit, sequence, list, summary, means, joint, solutionhood}

@data
1,1,1,10,16,2,2,0.444444444444444,0,1,0,0,0,0,10,0,1,0,0,87,94,4,4,0,0,0,0.111111111111111,0.133333333333333,0.333333333333333,0.4,0,0,0.111111111111111,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,afirmou,s,comma,pnt,s,s,pnt,afirmou,comma,attribution
1,1,1,17,7,1,1,0.576923076923077,0.230769230769231,0.807692307692308,5,20,1,2,6,0,1,0,0,123,138,9,9,0,0,0,0.25,0.166666666666667,0.5625,0.166666666666667,0.0625,0,0,0,0,0.166666666666667,0,0,noconj,aditiva,noconj,noconj,vem,e,vp,vem,v,conjp,conjp,v,e,vem,list
1,1,1,6,24,1,2,0.192307692307692,0,1,0,0,0,0,21,0,1,0,0,118,123,10,10,0,0,0,0.2,0.173913043478261,0.4,0.347826086956522,0,0.0434782608695652,0,0,0,0.0434782608695652,0,0,noconj,noconj,explicativa,noconj,que,apresentadas,cp,que,np,s,s,np,apresentadas,que,attribution
1,1,1,7,13,1,1,0.3,0.55,0.85,0,6,0,1,14,4,1,0,0,211,217,9,9,0,0,0,0.166666666666667,0.25,0,0.25,0,0,0,0,0,0.0833333333333333,0,0,noconj,alternativa,comparativa,noconj,faça,ou,vp,faça,vp,conjp,conjp,vp,ou,faça,antithesis_concession_contrast
1,1,1,20,4,2,1,0.85,0.15,1,0,17,0,2,3,0,1,0,0,211,228,2,2,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,ameaçou,s,ameaçou,cp,s,s,cp,ameaçou,comma,attribution
1,1,1,6,7,1,1,0.166666666666667,0.166666666666667,0.333333333333333,10,15,2,3,14,11,1,0,0,241,246,10,10,0,0,0,0.2,0,1.8,0.166666666666667,0,0.166666666666667,0.2,0.166666666666667,0,0,0,0,noconj,noconj,noconj,noconj,reunião,prevista,napostrophe,reunião,napostrophe,a,a,napostrophe,prevista,reunião,elaboration
1,1,1,8,5,1,1,0.2,0.133333333333333,0.333333333333333,19,25,4,5,4,0,1,0,0,250,256,9,9,0,0,0,0.142857142857143,0.75,1.71428571428571,0,0.142857142857143,0,0.285714285714286,0,0.142857142857143,0.25,0,0,explicativa,aditiva,noconj,noconj,seria,e,vp,seria,vp,conjp,conjp,vp,e,seria,list
1,1,1,13,13,2,2,0.333333333333333,0,0.666666666666667,10,0,2,0,10,0,1,0,0,241,250,6,6,0,0,0,0.0833333333333333,0.333333333333333,0.916666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0,0.166666666666667,0,0,noconj,explicativa,noconj,noconj,comma,porque,conjp,porque,pnt,conjp,conjp,pnt,porque,comma,evidence_justify_explanation
1,1,1,15,26,2,4,0.333333333333333,0,1,0,0,0,0,19,0,1,0,0,231,241,3,3,0,0,0,0,0.2,0,0.16,0,0.08,0,0.08,0,0.08,0,0,conformativa,noconj,noconj,noconj,segundo,adiou,pp,segundo,pp,s,s,pp,adiou,segundo,attribution
1,1,1,10,10,1,1,0.4375,0.5625,1,0,7,0,1,9,0,1,0,0,269,276,3,3,0,0,0,0.111111111111111,0.111111111111111,0.333333333333333,0.333333333333333,0.111111111111111,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,afirmou,s,comma,pnt,s,s,pnt,afirmou,comma,attribution
1,1,1,2,7,1,1,0.1,0.3,0.4,0,2,0,1,18,13,1,0,0,285,28,4,4,0,0,0,0,0.166666666666667,1,0.333333333333333,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,pec,que,napostrophe,pec,n,cp,cp,n,que,pec,elaboration
1,1,1,9,6,2,1,0.4,0.2,0.6,0,8,0,3,12,9,1,0,0,285,293,2,2,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,noconj,noconj,noconj,noconj,pec,está,s,está,np,vp,vp,np,está,pec,same_unit
1,1,1,5,4,1,1,0.25,0.15,0.4,12,17,4,5,3,0,1,0,0,297,302,10,10,0,0,0,0.5,0.666666666666667,1,0,0.25,0,0.25,0,0,0,0,0,noconj,noconj,noconj,noconj,precisa,para,vp,precisa,vp,pp,pp,vp,para,precisa,enablement_motivation_purpose
1,1,1,15,9,3,2,0.6,0,1,0,0,0,0,8,0,1,0,0,285,297,7,7,0,0,0,0.142857142857143,0.375,0.285714285714286,0.25,0,0.125,0.0714285714285714,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,onde,cp,comma,pnt,cp,cp,pnt,onde,comma,elaboration
1,1,1,9,5,1,1,0.272727272727273,0.121212121212121,0.393939393939394,20,29,1,2,4,0,1,0,0,371,380,3,3,0,0,0,0,0.25,0.375,0.25,0,0.25,0,0,0,0.25,0,0,explicativa,alternativa,noconj,noconj,e,pague,vp,pague,conjp,vp,vp,conjp,pague,e,antithesis_concession_contrast
1,1,1,24,14,1,2,0.606060606060606,0,1,0,0,0,0,13,0,1,0,0,351,371,21,21,0,0,0,0.0434782608695652,0.230769230769231,0.521739130434783,0.153846153846154,0,0.0769230769230769,0,0.0769230769230769,0.0434782608695652,0.0769230769230769,0,0,noconj,explicativa,noconj,noconj,renda,que,napostrophe,renda,n,cp,cp,n,que,renda,elaboration
1,1,1,21,7,1,1,0.75,0.25,1,0,15,0,1,5,0,1,0,0,413,428,5,5,0,0,0,0.2,0.166666666666667,0.2,0.5,0.1,0,0.05,0,0,0.166666666666667,0.2,0.666666666666667,noconj,adversativa,noconj,noconj,comma,mas,conjp,mas,pnt,conjp,conjp,pnt,mas,comma,antithesis_concession_contrast
1,1,1,3,4,1,1,0.136363636363636,0.181818181818182,0.318181818181818,0,2,0,1,18,15,1,0,0,433,435,3,3,0,0,0,0.5,0.333333333333333,0.5,0.333333333333333,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,é,propôs,vp,é,v,cp,cp,v,propôs,é,elaboration
1,1,1,7,22,2,2,0.318181818181818,0,1,0,0,0,0,14,0,1,0,0,433,439,7,7,0,0,0,0.333333333333333,0.142857142857143,0.333333333333333,0.333333333333333,0,0.0476190476190476,0,0.0476190476190476,0,0,0.333333333333333,0.0909090909090909,noconj,noconj,noconj,noconj,propôs,é,vp,propôs,v,vp,vp,v,é,propôs,same_unit
1,1,1,4,6,1,1,0.2,0.25,0.45,0,4,0,1,16,12,1,0,0,453,457,7,7,0,0,0,0,0.2,0.666666666666667,0.4,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,lei,que,napostrophe,lei,n,cp,cp,n,que,lei,elaboration
1,1,1,10,13,2,1,0.45,0.55,1,0,9,0,2,11,0,1,0,0,453,462,2,2,0,0,0,0,0.166666666666667,0,0.25,0,0.0833333333333333,0,0,0,0,0,0,noconj,noconj,noconj,noconj,projeto,tem,s,tem,np,vp,vp,np,tem,projeto,same_unit
1,1,1,15,16,1,1,0.16,0.2,0.36,15,27,1,3,45,31,1,0,0,488,500,4,4,0,0,0,0.0714285714285714,0.0666666666666667,0.357142857142857,0.333333333333333,0.142857142857143,0,0.142857142857143,0.0666666666666667,0,0,0,0,noconj,noconj,noconj,noconj,envio,antecipar,s,antecipar,np,vp,vp,np,antecipar,envio,list
1,1,1,19,4,2,1,0.213333333333333,0.04,0.253333333333333,54,69,5,7,3,0,1,0,0,527,542,18,18,0,0,0,0.277777777777778,0.333333333333333,1.55555555555556,0.333333333333333,0.111111111111111,0,0.277777777777778,0,0.111111111111111,0,0,0,explicativa,noconj,noconj,noconj,líquido,nul,napostrophe,lucro,n,n,n,n,nul,líquido,same_unit
1,1,1,18,23,1,3,0.186666666666667,0,0.44,42,0,4,0,18,0,1,0,0,515,527,19,19,0,0,0,0.176470588235294,0.136363636363636,1.17647058823529,0.454545454545455,0.117647058823529,0,0.294117647058824,0,0.117647058823529,0,0,0,aditiva,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,31,41,2,4,0.36,0,0.8,15,0,1,0,30,0,1,0,0,488,515,6,6,0,0,0,0.0666666666666667,0.1,0.5,0.375,0.0666666666666667,0,0.133333333333333,0.025,0,0.05,0,0,noconj,aditiva,noconj,noconj,;,e,conjp,e,pnt,conjp,conjp,pnt,e,;,list
1,1,1,17,8,1,1,0.608695652173913,0.260869565217391,0.869565217391304,3,17,1,2,6,0,1,0,0,579,593,2,2,0,0,0,0,0.142857142857143,0,0.714285714285714,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,sendo,s,comma,s,s,s,s,sendo,comma,elaboration
1,1,1,5,25,1,2,0.130434782608696,0,1,0,0,0,0,20,0,1,0,0,576,579,4,4,0,0,0,0,0.0833333333333333,0,0.458333333333333,0,0,0,0.0416666666666667,0,0,0,0,noconj,noconj,noconj,noconj,além,$,s,além,pp,s,s,pp,$,além,list
1,1,1,13,10,2,1,0.526315789473684,0.368421052631579,0.894736842105263,1,11,0,2,7,0,1,0,0,2,12,14,14,0,0,0,0,0.222222222222222,0.583333333333333,0.222222222222222,0,0,0.0833333333333333,0.111111111111111,0,0,0,0,noconj,noconj,noconj,noconj,acf,nul,),acf,n,n,n,n,nul,acf,same_unit
1,1,1,9,35,1,2,0.2,0,1,0,0,0,0,28,0,1,0,0,19,26,7,7,0,0,0,0.125,0.0294117647058824,0.375,0.352941176470588,0,0,0,0.0588235294117647,0,0.0294117647058824,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,background_circumstance
1,1,1,12,7,1,1,0.458333333333333,0.208333333333333,0.666666666666667,0,11,0,1,13,9,1,0,0,54,65,4,4,0,0,0,0,0,0.454545454545455,0.5,0,0,0.0909090909090909,0,0.0909090909090909,0,0,0,noconj,noconj,noconj,noconj,comma,vestidos,np,vestidos,pnt,napostrophe,napostrophe,pnt,vestidos,comma,elaboration
1,1,1,19,12,2,1,0.666666666666667,0.333333333333333,1,0,16,0,3,8,0,1,0,0,54,70,2,2,0,0,0,0,0.0909090909090909,0,0.272727272727273,0,0,0,0.0909090909090909,0,0,0,0,noconj,noconj,noconj,noconj,corpos,apareceram,s,apareceram,np,vp,vp,np,apareceram,corpos,same_unit
1,1,1,3,2,1,1,0.0588235294117647,0.0294117647058824,0.0882352941176471,15,17,2,3,17,17,1,0,0,93,95,8,8,0,0,0,1,0,3,0,0,1,1,0,0.5,0,0,0,aditiva,noconj,noconj,noconj,comma,comovido,advapostrophe,comovido,pnt,adv,adv,pnt,comovido,comma,elaboration
1,1,1,5,19,2,1,0.0882352941176471,0.470588235294118,0.558823529411765,15,18,2,4,16,0,1,0,0,93,96,6,6,0,0,0,0.25,0.0555555555555556,1.5,0.222222222222222,0,0.111111111111111,0.5,0.0555555555555556,0.25,0,0,0,aditiva,explicativa,noconj,noconj,afirmou,sofreu,vp,afirmou,vapostrophe,cp,cp,vapostrophe,sofreu,afirmou,attribution
1,1,1,19,24,1,3,0.441176470588235,0,1,0,0,0,0,19,0,1,0,0,78,93,3,3,0,0,0,0,0.0869565217391304,0.222222222222222,0.173913043478261,0,0.130434782608696,0.111111111111111,0.0434782608695652,0,0.0434782608695652,0,0,noconj,aditiva,noconj,noconj,confirmou,e,vp,confirmou,vp,conjp,conjp,vp,e,confirmou,list
1,1,1,7,7,1,1,0.230769230769231,0.230769230769231,0.461538461538462,0,6,0,1,20,15,1,0,0,112,118,9,9,0,0,0,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0,noconj,noconj,noconj,noconj,muttur,para,napostrophe,muttur,n,pp,pp,n,para,muttur,enablement_motivation_purpose
1,1,1,11,6,1,1,0.346153846153846,0.153846153846154,0.5,12,21,2,3,5,2,1,0,0,124,133,22,22,0,0,0,0.5,0.2,0.5,0,0.1,0.2,0.1,0.2,0.1,0,0.0909090909090909,0.5,adversativa,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,14,17,2,2,0.461538461538462,0.5,0.961538461538462,0,12,0,2,14,1,1,0,0,112,124,11,11,0,0,0,0.230769230769231,0.1875,0.230769230769231,0.125,0,0.125,0.0769230769230769,0.0625,0,0.0625,0.166666666666667,0.142857142857143,noconj,adversativa,noconj,noconj,comma,mas,conjp,mas,pnt,conjp,conjp,pnt,mas,comma,antithesis_concession_contrast
1,1,1,31,2,4,1,0.961538461538462,0.0384615384615385,1,0,25,0,4,1,0,1,0,0,112,94,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,afirmou,s,afirmou,cp,s,s,cp,afirmou,comma,attribution
1,1,1,4,21,1,1,0.142857142857143,0.857142857142857,1,0,3,0,1,18,0,1,0,0,138,141,3,3,0,0,0,0,0.15,0,0.25,0,0.05,0,0.05,0,0.05,0,0,noconj,noconj,noconj,noconj,até,confirmaram,s,até,pp,s,s,pp,confirmaram,até,background_circumstance
1,1,1,17,11,1,1,0.363636363636364,0.227272727272727,0.590909090909091,18,34,2,3,10,0,1,0,0,177,193,11,11,0,0,0,0.1875,0.1,0.625,0.4,0.125,0,0.1875,0.1,0.0625,0,0,0,temporal,noconj,noconj,noconj,comma,impedindo,s,comma,pnt,s,s,pnt,impedindo,comma,enablement_motivation_purpose
1,1,1,13,28,1,2,0.227272727272727,0,0.818181818181818,8,0,1,0,26,0,1,0,0,167,177,9,9,0,0,0,0.166666666666667,0.0740740740740741,0.5,0.296296296296296,0,0.0740740740740741,0.166666666666667,0.0740740740740741,0.0833333333333333,0,0,0,temporal,temporal,noconj,noconj,comma,depois,advapostrophe,depois,pnt,adv,adv,pnt,depois,comma,evidence_justify_explanation
1,1,1,9,41,1,3,0.181818181818182,0,1,0,0,0,0,36,0,1,0,0,159,167,4,4,0,0,0,0.125,0.075,0.25,0.3,0,0.05,0.125,0.075,0,0.025,0,0,noconj,temporal,noconj,noconj,comma,quando,conjp,quando,pnt,conjp,conjp,pnt,quando,comma,evidence_justify_explanation
1,1,1,18,6,1,1,0.317073170731707,0.146341463414634,0.463414634146341,0,13,0,2,27,22,1,0,0,203,216,6,6,0,0,0,0.0588235294117647,0.2,0.352941176470588,0.4,0,0,0,0,0,0.2,0,0,noconj,adversativa,noconj,noconj,comma,mas,conjp,mas,pnt,conjp,conjp,pnt,mas,comma,sequence
1,1,1,9,16,1,1,0.195121951219512,0.341463414634146,0.536585365853659,19,27,3,4,13,0,1,0,0,222,230,3,3,0,0,0,0.375,0.133333333333333,1.25,0.2,0,0.2,0.125,0,0.25,0,0,0,aditiva,noconj,noconj,noconj,comma,de,pp,de,pnt,pp,pp,pnt,de,comma,cause_result
1,1,1,24,25,2,2,0.463414634146341,0,1,0,0,0,0,21,0,1,0,0,203,222,9,9,0,0,0,0.0434782608695652,0.125,0.304347826086957,0.208333333333333,0,0.125,0,0.0416666666666667,0.0434782608695652,0.0416666666666667,0,0,noconj,aditiva,noconj,noconj,rejeitou,e,vp,rejeitou,vp,conjp,conjp,vp,e,rejeitou,sequence
1,1,1,4,15,1,1,0.25,0,0.9375,0,0,0,0,12,0,0,0,0,243,299,4,4,0,0,0,0.333333333333333,0.0714285714285714,0.333333333333333,0.285714285714286,0,0,0,0.142857142857143,0,0,0,0,noconj,noconj,explicativa,noconj,que,consideram,cp,consideram,c,s,s,c,consideram,que,attribution
1,1,1,7,9,1,1,0.146341463414634,0.195121951219512,0.341463414634146,26,32,2,3,8,0,1,0,0,285,291,6,6,0,0,0,0.166666666666667,0.125,1.16666666666667,0.25,0,0,0.666666666666667,0.125,0.166666666666667,0.125,0,0,noconj,aditiva,noconj,noconj,manteve,e,vp,manteve,vp,conjp,conjp,vp,e,manteve,list
1,1,1,9,16,1,2,0.195121951219512,0,0.536585365853659,18,0,1,0,14,0,1,0,0,277,299,9,9,0,0,0,0.25,0.133333333333333,1.125,0.266666666666667,0,0,0.5,0.0666666666666667,0.125,0.0666666666666667,0,0,aditiva,noconj,noconj,noconj,comma,em_,pp,em_,pnt,pp,pp,pnt,em_,comma,enablement_motivation_purpose
1,1,1,25,25,1,3,0.463414634146341,0,1,0,0,0,0,22,0,1,0,0,259,299,3,3,0,0,0,0,0.125,0.208333333333333,0.25,0,0,0.125,0.0416666666666667,0,0.0833333333333333,0,0,noconj,aditiva,noconj,noconj,chegou,e,vp,chegou,vp,conjp,conjp,vp,e,chegou,sequence
1,1,1,5,9,1,1,0.1,0.2,0.3,15,19,1,2,20,13,1,0,0,16,20,8,8,0,0,0,0.75,0.125,2.25,0.5,0,0,0,0,0,0,0.0909090909090909,0.25,noconj,explicativa,noconj,noconj,nevoeiro,que,napostrophe,nevoeiro,n,cp,cp,n,que,nevoeiro,elaboration
1,1,1,14,14,2,1,0.3,0.3,0.6,15,27,1,3,12,0,1,0,0,16,28,12,12,0,0,0,0.307692307692308,0.0769230769230769,1,0.384615384615385,0,0,0,0.0769230769230769,0,0.153846153846154,0,0,noconj,aditiva,noconj,noconj,comma,e,conjp,e,pnt,conjp,conjp,pnt,e,comma,cause_result
1,1,1,16,28,1,3,0.3,0,0.9,3,0,0,0,24,0,1,0,0,4,16,2,2,0,0,0,0,0.0740740740740741,0,0.407407407407407,0,0,0,0.037037037037037,0,0.0740740740740741,0,0,noconj,noconj,noconj,noconj,sÃo,por,s,por,s,pp,pp,s,por,sÃo,cause_result
1,1,1,10,8,2,1,0.222222222222222,0.194444444444444,0.416666666666667,11,19,2,4,17,11,1,0,0,51,59,13,13,0,0,0,0.111111111111111,0.142857142857143,1,0.285714285714286,0,0.142857142857143,0.222222222222222,0.142857142857143,0.111111111111111,0,0,0,adversativa,noconj,noconj,noconj,infraero,nul,),infraero,n,n,n,n,nul,infraero,same_unit
1,1,1,18,13,3,1,0.416666666666667,0.277777777777778,0.694444444444444,11,26,2,5,10,0,1,0,0,51,66,9,9,0,0,0,0.117647058823529,0.0833333333333333,0.705882352941177,0.25,0.0588235294117647,0,0.176470588235294,0.0833333333333333,0.0588235294117647,0.0833333333333333,0,0,adversativa,adversativa,noconj,noconj,comma,mas,conjp,mas,pnt,conjp,conjp,pnt,mas,comma,antithesis_concession_contrast
1,1,1,10,31,1,4,0.194444444444444,0,0.888888888888889,4,0,1,0,25,0,1,0,0,44,51,8,8,0,0,0,0.111111111111111,0.0666666666666667,0.333333333333333,0.4,0,0.0333333333333333,0.111111111111111,0.0666666666666667,0,0.0666666666666667,0,0,noconj,adversativa,noconj,noconj,comma,mas,ap,mas,aapostrophe,conjp,conjp,aapostrophe,mas,comma,antithesis_concession_contrast
1,1,1,6,41,1,5,0.111111111111111,0,1,0,0,0,0,32,0,1,0,0,40,44,3,3,0,0,0,0,0.075,0,0.325,0,0.025,0,0.1,0,0.05,0,0,noconj,noconj,noconj,noconj,por,de_,s,por,pp,s,s,pp,de_,por,cause_result
1,1,1,9,13,1,1,0.166666666666667,0.238095238095238,0.404761904761905,11,17,1,2,24,15,1,0,0,87,93,7,7,0,0,0,0,0,0,0.333333333333333,0,0,0,0.0833333333333333,0,0,0,0,explicativa,noconj,noconj,noconj,fechamento,por,napostrophe,fechamento,napostrophe,pp,pp,napostrophe,por,fechamento,cause_result
1,1,1,13,22,1,2,0.261904761904762,0.404761904761905,0.666666666666667,0,11,0,1,30,14,1,0,0,76,87,18,18,0,0,0,0,0.0476190476190476,0.333333333333333,0.238095238095238,0,0,0.0833333333333333,0.0952380952380952,0.0833333333333333,0,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,35,15,3,2,0.666666666666667,0.285714285714286,0.952380952380952,0,27,0,3,14,2,1,0,0,76,103,3,3,0,0,0,0,0.0714285714285714,0,0.571428571428571,0,0,0,0.0714285714285714,0,0,0,0,noconj,noconj,noconj,noconj,com,vôos,s,com,pp,s,s,pp,vôos,com,same_unit
1,1,1,50,3,5,1,0.952380952380952,0.0689655172413793,1,0,11,0,1,2,17,1,0,0,76,115,4,4,0,0,0,0.0408163265306122,0,0.346938775510204,0.5,0,0,0.0816326530612245,0,0.0204081632653061,0,0,0,noconj,noconj,noconj,noconj,comma,em,pp,em,pnt,pp,pp,pnt,em,comma,same_unit
1,1,1,11,7,1,1,0.647058823529412,0.352941176470588,1,0,11,0,1,6,0,1,0,0,117,128,3,3,0,0,0,0,0.166666666666667,0.4,0.166666666666667,0,0,0,0,0,0.166666666666667,0,0,noconj,aditiva,noconj,noconj,previstos,e,vp,previstos,vp,conjp,conjp,vp,e,previstos,list
1,1,1,6,14,1,1,0.15625,0.28125,0.4375,0,5,0,1,27,19,1,0,0,150,155,2,2,0,0,0,0,0.0769230769230769,0,0.153846153846154,0,0,0,0,0,0.0769230769230769,0,0,noconj,temporal,noconj,noconj,depois,quando,s,depois,advp,s,s,advp,quando,depois,elaboration
1,1,1,20,21,2,1,0.4375,0.5625,1,0,14,0,2,18,0,1,0,0,150,164,3,3,0,0,0,0,0.1,0.0526315789473684,0.35,0.0526315789473684,0.05,0.0526315789473684,0.05,0,0,0,0,noconj,noconj,noconj,noconj,quando,deve,s,quando,conjp,s,s,conjp,deve,quando,sequence
1,1,1,11,11,1,1,0.310344827586207,0.310344827586207,0.620689655172414,11,20,3,5,9,0,1,0,0,193,202,9,9,0,0,0,0.1,0.1,1.2,0.2,0.1,0.1,0.1,0.2,0,0.1,0,0,noconj,aditiva,noconj,noconj,grandes,e,ap,e,a,conjp,conjp,a,e,grandes,list
1,1,1,18,22,2,2,0.379310344827586,0,1,0,0,0,0,18,0,1,0,0,182,193,8,8,0,0,0,0,0.0952380952380952,0.117647058823529,0.238095238095238,0,0.0952380952380952,0,0.142857142857143,0,0.0476190476190476,0,0,noconj,noconj,noconj,noconj,em_,em,napostrophe,manhã,pp,pp,pp,pp,em,em_,same_unit
1,1,1,19,9,1,1,0.636363636363636,0.363636363636364,1,0,14,0,2,8,0,1,0,0,211,225,6,6,0,0,0,0.0555555555555556,0.125,0.277777777777778,0.125,0.0555555555555556,0.125,0.0555555555555556,0.125,0.0555555555555556,0,0,0,noconj,noconj,noconj,noconj,comma,que,np,que,pnt,np,np,pnt,que,comma,antithesis_concession_contrast
1,1,1,11,11,1,1,0.391304347826087,0.304347826086957,0.695652173913043,0,9,0,1,13,7,1,0,0,233,242,4,4,0,0,0,0.1,0,0.4,0.3,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,por,pp,por,pnt,pp,pp,pnt,por,comma,background_circumstance
1,1,1,4,5,1,1,0.130434782608696,0.173913043478261,0.304347826086957,16,18,2,3,4,0,1,0,0,249,251,8,8,0,0,0,0.666666666666667,0.25,2.66666666666667,0.25,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,chuva,que,napostrophe,chuva,n,cp,cp,n,que,chuva,elaboration
1,1,1,22,9,2,2,0.695652173913043,0,1,0,0,0,0,6,0,1,0,0,233,249,4,4,0,0,0,0.0476190476190476,0.25,0.333333333333333,0.25,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,24,devido,s,devido,np,vp,vp,np,devido,24,cause_result
1,1,1,12,8,1,1,0.588235294117647,0.411764705882353,1,0,10,0,1,7,0,1,0,0,255,265,11,11,0,0,0,0.181818181818182,0.285714285714286,0.363636363636364,0.142857142857143,0,0,0,0,0,0,0.2,0.5,noconj,aditiva,noconj,noconj,chegadas,e,cardapostrophe,14,card,card,card,card,e,chegadas,list
1,1,1,6,9,1,1,0.148148148148148,0.296296296296296,0.444444444444444,0,4,0,1,22,16,1,0,0,281,285,9,9,0,0,0,0,0.125,0.2,0.375,0.2,0.25,0.2,0.125,0,0,0,0,alternativa,noconj,noconj,noconj,comma,de,cp,comma,pnt,cp,cp,pnt,de,comma,elaboration
1,1,1,6,11,1,1,0.222222222222222,0.333333333333333,0.555555555555556,11,17,2,3,9,0,1,0,0,292,298,10,10,0,0,0,0.4,0.2,1.2,0.3,0.6,0,0.4,0,0,0,0.0833333333333333,0.25,noconj,aditiva,noconj,noconj,horário,e,cardapostrophe,horário,card,card,card,card,e,horário,list
1,1,1,15,17,2,2,0.444444444444444,0,1,0,0,0,0,15,0,1,0,0,281,292,3,3,0,0,0,0,0.1875,0,0.3125,0,0,0,0,0,0,0,0,alternativa,noconj,noconj,noconj,já,apresentou,s,já,advp,s,s,advp,apresentou,já,same_unit
1,1,1,2,6,1,1,0.125,0.3125,0.4375,0,2,0,1,14,10,1,0,0,307,309,4,4,0,0,0,0,0.2,1,0.2,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,vôos,que,napostrophe,vôos,n,cp,cp,n,que,vôos,elaboration
1,1,1,2,8,1,1,0.125,0.4375,0.5625,7,9,2,3,7,0,1,0,0,38,316,3,3,0,0,0,1,0.142857142857143,2,0.285714285714286,0,0.142857142857143,0,0,0,0.142857142857143,0,0,noconj,aditiva,noconj,noconj,foram,e,vp,foram,vp,conjp,conjp,vp,e,foram,list
1,1,1,8,10,2,2,0.4375,0,1,0,0,0,0,9,0,1,0,0,307,314,2,2,0,0,0,0,0.333333333333333,0,0.222222222222222,0,0.111111111111111,0,0,0,0.111111111111111,0,0,noconj,noconj,noconj,noconj,vôos,foram,s,foram,np,vp,vp,np,foram,vôos,same_unit
1,1,1,7,12,1,1,0.128205128205128,0.205128205128205,0.333333333333333,11,15,1,2,23,16,1,0,0,334,338,12,12,0,0,0,0.166666666666667,0.0909090909090909,1.16666666666667,0.272727272727273,0,0,0.166666666666667,0,0,0,0,0,noconj,explicativa,noconj,noconj,canaleta,que,napostrophe,canaleta,n,cp,cp,n,que,canaleta,elaboration
1,1,1,15,19,1,2,0.282051282051282,0.333333333333333,0.615384615384615,0,11,0,1,27,15,1,0,0,323,334,3,3,0,0,0,0,0.111111111111111,0,0.277777777777778,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,por,justificado,s,por,pp,s,s,pp,justificado,por,elaboration
